1	2.80000000e-07	9.00000000e-01
2	2.80000000e-07	8.38461538e-01
3	2.80000000e-07	7.76923077e-01
4	2.80000000e-07	7.15384615e-01
5	2.80000000e-07	6.53846154e-01
6	2.80000000e-07	5.92307692e-01
7	2.80000000e-07	5.30769231e-01
8	2.80000000e-07	4.69230769e-01
9	2.80000000e-07	4.07692308e-01
10	2.80000000e-07	3.46153846e-01
11	2.80000000e-07	2.84615385e-01
12	2.80000000e-07	2.23076923e-01
13	2.80000000e-07	1.61538462e-01
14	2.80000000e-07	1.00000000e-01
15	2.80000000e-08	9.00000000e-01
16	2.80000000e-08	8.94244604e-01
17	2.80000000e-08	8.88489209e-01
18	2.80000000e-08	8.82733813e-01
19	2.80000000e-08	8.76978417e-01
20	2.80000000e-08	8.71223022e-01
21	2.80000000e-08	8.65467626e-01
22	2.80000000e-08	8.59712230e-01
23	2.80000000e-08	8.53956835e-01
24	2.80000000e-08	8.48201439e-01
25	2.80000000e-08	8.42446043e-01
26	2.80000000e-08	8.36690647e-01
27	2.80000000e-08	8.30935252e-01
28	2.80000000e-08	8.25179856e-01
29	2.80000000e-08	8.19424460e-01
30	2.80000000e-08	8.13669065e-01
31	2.80000000e-08	8.07913669e-01
32	2.80000000e-08	8.02158273e-01
33	2.80000000e-08	7.96402878e-01
34	2.80000000e-08	7.90647482e-01
35	2.80000000e-08	7.84892086e-01
36	2.80000000e-08	7.79136691e-01
37	2.80000000e-08	7.73381295e-01
38	2.80000000e-08	7.67625899e-01
39	2.80000000e-08	7.61870504e-01
40	2.80000000e-08	7.56115108e-01
41	2.80000000e-08	7.50359712e-01
42	2.80000000e-08	7.44604317e-01
43	2.80000000e-08	7.38848921e-01
44	2.80000000e-08	7.33093525e-01
45	2.80000000e-08	7.27338129e-01
46	2.80000000e-08	7.21582734e-01
47	2.80000000e-08	7.15827338e-01
48	2.80000000e-08	7.10071942e-01
49	2.80000000e-08	7.04316547e-01
50	2.80000000e-08	6.98561151e-01
51	2.80000000e-08	6.92805755e-01
52	2.80000000e-08	6.87050360e-01
53	2.80000000e-08	6.81294964e-01
54	2.80000000e-08	6.75539568e-01
55	2.80000000e-08	6.69784173e-01
56	2.80000000e-08	6.64028777e-01
57	2.80000000e-08	6.58273381e-01
58	2.80000000e-08	6.52517986e-01
59	2.80000000e-08	6.46762590e-01
60	2.80000000e-08	6.41007194e-01
61	2.80000000e-08	6.35251799e-01
62	2.80000000e-08	6.29496403e-01
63	2.80000000e-08	6.23741007e-01
64	2.80000000e-08	6.17985612e-01
65	2.80000000e-08	6.12230216e-01
66	2.80000000e-08	6.06474820e-01
67	2.80000000e-08	6.00719424e-01
68	2.80000000e-08	5.94964029e-01
69	2.80000000e-08	5.89208633e-01
70	2.80000000e-08	5.83453237e-01
71	2.80000000e-08	5.77697842e-01
72	2.80000000e-08	5.71942446e-01
73	2.80000000e-08	5.66187050e-01
74	2.80000000e-08	5.60431655e-01
75	2.80000000e-08	5.54676259e-01
76	2.80000000e-08	5.48920863e-01
77	2.80000000e-08	5.43165468e-01
78	2.80000000e-08	5.37410072e-01
79	2.80000000e-08	5.31654676e-01
80	2.80000000e-08	5.25899281e-01
81	2.80000000e-08	5.20143885e-01
82	2.80000000e-08	5.14388489e-01
83	2.80000000e-08	5.08633094e-01
84	2.80000000e-08	5.02877698e-01
85	2.80000000e-08	4.97122302e-01
86	2.80000000e-08	4.91366906e-01
87	2.80000000e-08	4.85611511e-01
88	2.80000000e-08	4.79856115e-01
89	2.80000000e-08	4.74100719e-01
90	2.80000000e-08	4.68345324e-01
91	2.80000000e-08	4.62589928e-01
92	2.80000000e-08	4.56834532e-01
93	2.80000000e-08	4.51079137e-01
94	2.80000000e-08	4.45323741e-01
95	2.80000000e-08	4.39568345e-01
96	2.80000000e-08	4.33812950e-01
97	2.80000000e-08	4.28057554e-01
98	2.80000000e-08	4.22302158e-01
99	2.80000000e-08	4.16546763e-01
100	2.80000000e-08	4.10791367e-01
101	2.80000000e-08	4.05035971e-01
102	2.80000000e-08	3.99280576e-01
103	2.80000000e-08	3.93525180e-01
104	2.80000000e-08	3.87769784e-01
105	2.80000000e-08	3.82014388e-01
106	2.80000000e-08	3.76258993e-01
107	2.80000000e-08	3.70503597e-01
108	2.80000000e-08	3.64748201e-01
109	2.80000000e-08	3.58992806e-01
110	2.80000000e-08	3.53237410e-01
111	2.80000000e-08	3.47482014e-01
112	2.80000000e-08	3.41726619e-01
113	2.80000000e-08	3.35971223e-01
114	2.80000000e-08	3.30215827e-01
115	2.80000000e-08	3.24460432e-01
116	2.80000000e-08	3.18705036e-01
117	2.80000000e-08	3.12949640e-01
118	2.80000000e-08	3.07194245e-01
119	2.80000000e-08	3.01438849e-01
120	2.80000000e-08	2.95683453e-01
121	2.80000000e-08	2.89928058e-01
122	2.80000000e-08	2.84172662e-01
123	2.80000000e-08	2.78417266e-01
124	2.80000000e-08	2.72661871e-01
125	2.80000000e-08	2.66906475e-01
126	2.80000000e-08	2.61151079e-01
127	2.80000000e-08	2.55395683e-01
128	2.80000000e-08	2.49640288e-01
129	2.80000000e-08	2.43884892e-01
130	2.80000000e-08	2.38129496e-01
131	2.80000000e-08	2.32374101e-01
132	2.80000000e-08	2.26618705e-01
133	2.80000000e-08	2.20863309e-01
134	2.80000000e-08	2.15107914e-01
135	2.80000000e-08	2.09352518e-01
136	2.80000000e-08	2.03597122e-01
137	2.80000000e-08	1.97841727e-01
138	2.80000000e-08	1.92086331e-01
139	2.80000000e-08	1.86330935e-01
140	2.80000000e-08	1.80575540e-01
141	2.80000000e-08	1.74820144e-01
142	2.80000000e-08	1.69064748e-01
143	2.80000000e-08	1.63309353e-01
144	2.80000000e-08	1.57553957e-01
145	2.80000000e-08	1.51798561e-01
146	2.80000000e-08	1.46043165e-01
147	2.80000000e-08	1.40287770e-01
148	2.80000000e-08	1.34532374e-01
149	2.80000000e-08	1.28776978e-01
150	2.80000000e-08	1.23021583e-01
151	2.80000000e-08	1.17266187e-01
152	2.80000000e-08	1.11510791e-01
153	2.80000000e-08	1.05755396e-01
154	2.80000000e-08	1.00000000e-01
