1	4.40500000e-08	4.00000000e-01
2	4.40500000e-08	4.00000000e-01
3	4.40500000e-08	4.00000000e-01
4	4.40500000e-08	4.00000000e-01
5	4.40500000e-08	4.00000000e-01
6	4.40500000e-08	4.00000000e-01
7	4.40500000e-08	4.00000000e-01
8	4.40500000e-08	4.00000000e-01
9	4.40500000e-08	4.00000000e-01
10	4.40500000e-08	4.00000000e-01
11	4.40500000e-08	4.00000000e-01
12	4.40500000e-08	4.00000000e-01
13	4.40500000e-08	4.00000000e-01
14	4.40500000e-08	4.00000000e-01
15	4.40500000e-08	4.00000000e-01
16	4.40500000e-08	4.00000000e-01
17	4.40500000e-08	4.00000000e-01
18	4.40500000e-08	4.00000000e-01
19	4.40500000e-08	4.00000000e-01
20	4.40500000e-08	4.00000000e-01
21	4.40500000e-08	4.00000000e-01
22	4.40500000e-08	4.00000000e-01
23	4.40500000e-08	4.00000000e-01
24	4.40500000e-08	4.00000000e-01
25	4.40500000e-08	4.00000000e-01
26	4.40500000e-08	4.00000000e-01
27	4.40500000e-08	4.00000000e-01
28	4.40500000e-08	4.00000000e-01
29	4.40500000e-08	4.00000000e-01
30	4.40500000e-08	4.00000000e-01
31	4.40500000e-08	4.00000000e-01
32	4.40500000e-08	4.00000000e-01
33	4.40500000e-08	4.00000000e-01
34	4.40500000e-08	4.00000000e-01
35	4.40500000e-08	4.00000000e-01
36	4.40500000e-08	4.00000000e-01
37	4.40500000e-08	4.00000000e-01
38	4.40500000e-08	4.00000000e-01
39	4.40500000e-08	4.00000000e-01
40	4.40500000e-08	4.00000000e-01
41	4.40500000e-08	4.00000000e-01
42	4.40500000e-08	4.00000000e-01
43	4.40500000e-08	4.00000000e-01
44	4.40500000e-08	4.00000000e-01
45	4.40500000e-08	4.00000000e-01
46	4.40500000e-08	4.00000000e-01
47	4.40500000e-08	4.00000000e-01
48	4.40500000e-08	4.00000000e-01
49	4.40500000e-08	4.00000000e-01
50	4.40500000e-08	4.00000000e-01
51	4.40500000e-08	4.00000000e-01
52	4.40500000e-08	4.00000000e-01
53	4.40500000e-08	4.00000000e-01
54	4.40500000e-08	4.00000000e-01
